-3.7235,37.205
-3.7234,37.205
-3.7232,37.206
-3.7231,37.206
-3.723,37.206
-3.7229,37.206
-3.7228,37.206
-3.7226,37.207
-3.7224,37.207
-3.7223,37.207
-3.7221,37.208
-3.7219,37.208
-3.7218,37.208
-3.7217,37.208
-3.7215,37.208
-3.7213,37.209
-3.7211,37.209
-3.721,37.209
-3.7209,37.209
-3.7207,37.209
-3.7205,37.21
-3.7204,37.21
-3.7202,37.21
-3.7201,37.21
-3.7199,37.21
-3.7197,37.21
-3.7196,37.21
-3.7194,37.211
-3.7192,37.211
-3.719,37.211
-3.7188,37.211
-3.7186,37.211
-3.7184,37.211
-3.7182,37.212
-3.7179,37.212
-3.7177,37.212
-3.7175,37.212
-3.7173,37.212
-3.717,37.213
-3.7167,37.213
-3.7164,37.213
-3.7162,37.213
-3.716,37.213
-3.7158,37.213
-3.7155,37.214
-3.7152,37.214
-3.715,37.214
-3.7148,37.214
-3.7145,37.214
-3.7143,37.214
-3.714,37.214
-3.7138,37.214
-3.7136,37.215
-3.7133,37.215
-3.7131,37.215
-3.7129,37.215
-3.7126,37.215
-3.7124,37.215
-3.7122,37.215
-3.7119,37.216
-3.7117,37.216
-3.7116,37.216
-3.7113,37.216
-3.7111,37.216
-3.7109,37.216
-3.7107,37.216
-3.7104,37.217
-3.7101,37.217
-3.7099,37.217
-3.7097,37.217
-3.7096,37.217
-3.7093,37.218
-3.7092,37.218
-3.709,37.218
-3.7088,37.218
-3.7086,37.218
-3.7084,37.219
-3.7082,37.219
-3.7081,37.219
-3.708,37.219
-3.7079,37.219
-3.7078,37.219
-3.7077,37.22
-3.7075,37.22
-3.7074,37.22
-3.7073,37.22
-3.7072,37.22
-3.707,37.22
-3.7069,37.221
-3.7067,37.221
-3.7066,37.221
-3.7064,37.222
-3.7063,37.222
-3.7062,37.222
-3.7061,37.222
-3.706,37.222
-3.7058,37.223
-3.7056,37.223
-3.7054,37.223
-3.7053,37.223
-3.7052,37.224
-3.705,37.224
-3.7047,37.224
-3.7045,37.224
-3.7042,37.225
-3.704,37.225
-3.7039,37.225
-3.7037,37.225
-3.7035,37.225
-3.7032,37.225
-3.7031,37.225
-3.7028,37.225
-3.7025,37.226
-3.7024,37.226
-3.7022,37.226
-3.7019,37.226
-3.7016,37.226
-3.7012,37.226
-3.7009,37.226
-3.7005,37.226
-3.7002,37.226
-3.7,37.226
-3.6998,37.226
-3.6996,37.226
-3.6995,37.226
-3.6993,37.226
-3.6989,37.226
-3.6987,37.226
-3.6985,37.226
-3.6982,37.226
-3.6979,37.226
-3.6976,37.226
-3.6975,37.226
-3.6972,37.226
-3.6969,37.226
-3.6966,37.226
-3.6964,37.226
-3.6962,37.226
-3.6959,37.227
-3.6956,37.227
-3.6955,37.227
-3.6953,37.227
-3.695,37.227
-3.6948,37.227
-3.6945,37.227
-3.6943,37.227
-3.6942,37.227
-3.694,37.227
-3.6938,37.227
-3.6936,37.228
-3.6934,37.228
-3.6933,37.228
-3.6931,37.228
-3.693,37.228
-3.6928,37.228
-3.6926,37.228
-3.6925,37.228
-3.6924,37.229
-3.6921,37.229
-3.692,37.229
-3.6919,37.229
-3.6918,37.229
-3.6916,37.229
-3.6914,37.229
-3.6913,37.229
-3.6911,37.229
-3.6909,37.23
-3.6907,37.23
-3.6906,37.23
-3.6904,37.23
-3.6903,37.23
-3.6901,37.23
-3.69,37.23
-3.6898,37.23
-3.6897,37.23
-3.6894,37.231
-3.6893,37.231
-3.6891,37.231
-3.6889,37.231
-3.6887,37.231
-3.6886,37.231
-3.6883,37.231
-3.6881,37.231
-3.688,37.231
-3.6878,37.231
-3.6876,37.231
-3.6873,37.232
-3.6872,37.232
-3.6869,37.232
-3.6867,37.232
-3.6865,37.232
-3.6862,37.232
-3.6859,37.232
-3.6855,37.232
-3.6853,37.232
-3.6851,37.232
-3.6847,37.232
-3.6846,37.232
-3.6843,37.232
-3.684,37.232
-3.6838,37.232
-3.6836,37.232
-3.6834,37.232
-3.6831,37.232
-3.6829,37.232
-3.6826,37.232
-3.6822,37.232
-3.6819,37.232
-3.6816,37.232
-3.6814,37.232
-3.681,37.232
-3.6808,37.232
-3.6806,37.232
-3.6802,37.231
-3.6799,37.231
-3.6797,37.231
-3.6793,37.231
-3.6789,37.231
-3.6786,37.231
