-1.9643,37.395,291.93,89,1244,0.03,0.021,100.58,103.55,102.45
-1.9643,37.395,291.24,89,1244,0.051,0.011,104.7,105.4,104.16
-1.9643,37.394,290.55,89,1244,0.002,0.048,104.01,103.06,104.69
-1.9642,37.394,289.86,89,1241,0.074,0.005,103.68,103.2,103.82
-1.9642,37.394,289.17,89,1240,0.038,0.042,102.06,104.79,103.49
-1.9642,37.394,288.49,89,1238,0.042,0.089,104.14,103.93,105.85
-1.9642,37.394,287.39,89,1237,0.062,0.062,101.4,102.78,103.18
-1.9641,37.393,285.32,89,1232,0.027,0.079,101.85,103.34,101.73
-1.9641,37.393,284.42,89,1231,0.05,0.045,102.14,104.46,101.17
-1.964,37.393,283.46,89,1230,0.026,0.026,101.3,103.09,101.29
-1.9639,37.393,282.08,89,1227,0.025,0.016,104.07,100.72,102.63
-1.9639,37.393,281.35,88.811,1225,0.052,0.087,104.42,101.61,103.4
-1.9638,37.392,280.66,88.201,1225,0.035,0.068,100.06,105.55,105.5
-1.9638,37.392,279.92,88.788,1224,0.008,0.086,102.13,103.54,101.89
-1.9637,37.392,277.85,88,1225,0.019,0.061,101.44,103.24,101.68
-1.9636,37.392,276.59,88,1224,0.078,0.016,105.57,105.63,103.71
-1.9635,37.392,275.81,88,1228,0.056,0.026,104.58,101.53,101.32
-1.9634,37.391,274.43,88,1228,0.053,0.005,102.28,105.48,101.03
-1.9634,37.391,273.05,88,1230,0.026,0.004,104.12,103.34,100.09
-1.9633,37.391,271.67,88,1231,0.001,0.025,104.2,104.43,103.1
-1.9631,37.391,270.3,88.292,1232,0.046,0.015,103.54,104.11,100.01
-1.963,37.39,268.92,89,1230,0.002,0.061,105.78,100.83,103.34
-1.9629,37.39,267.77,89,1235,0.021,0.082,104.69,105.85,103.33
-1.9628,37.39,267.08,89,1228,0.015,0.032,103.23,102.55,100.44
-1.9626,37.39,266.39,89,1227,0.036,0.009,100.56,100.45,102.38
-1.9625,37.389,265.41,89,1231,0.062,0.072,105.32,100.64,104.64
-1.9623,37.389,264.03,89,1232,0.05,0.042,101.54,105.84,103.44
-1.9622,37.389,264,89,1234,0.025,0.062,102.78,103.42,102.42
-1.9621,37.389,263.64,89,1236,0.023,0.062,101.98,102.9,103.14
-1.962,37.389,262.95,89.394,1236,0.006,0.038,104.54,103.87,102.35
-1.9619,37.388,262.26,90,1237,0.013,0.06,104.82,101.31,100.4
-1.9618,37.388,262,90,1238,0.058,0.057,104.82,104.17,104.67
-1.9616,37.388,262,90,1240,0.007,0.047,105.26,101.47,104.59
-1.9615,37.388,262,90,1241,0.074,0.017,100.52,103.8,103.41
-1.9613,37.388,262,90,1237,0.034,0.046,104.01,105.77,103.69
-1.9611,37.387,262,90,1235,0.006,0.068,103.01,104.36,103.53
-1.9609,37.387,262,89.527,1234,0.046,0.038,102.01,105.82,103.7
-1.9607,37.387,262,89,1234,0.067,0.067,103.53,104.58,101.44
-1.9606,37.387,262.26,89,1233,0.028,0.062,102.11,103.15,104.75
-1.9604,37.387,262.95,89,1230,0.063,0.086,101.24,102.68,104.24
-1.9602,37.386,263.63,89,1227,0.057,0.028,101.57,103.83,104.43
-1.9601,37.386,264.32,89,1232,0.047,0.031,100.59,101.84,100.83
-1.9599,37.386,265.01,89,1227,0.03,0.035,100.9,102.66,100.03
-1.9597,37.386,265.7,89.553,1224,0.031,0.002,101.92,103.99,104.43
-1.9595,37.386,266.39,90,1225,0.034,0.057,103.57,104.94,104.87
-1.9594,37.386,267.16,90,1224,0.034,0.051,100.92,101.91,103.39
-1.9592,37.385,268.54,90,1223,0.017,0.033,100.37,103.94,100.33
-1.959,37.385,269.92,90,1226,0.04,0.038,100.04,103.03,101.94
