-3.4579,37.278,1353,83.407,1,38646,27.98,0,1,0
-3.4579,37.278,1353,83.927,1,38646,28,0,1,0
-3.4578,37.279,1352.5,84.301,1,38646,28.02,0,1,0
-3.4577,37.279,1352,84.626,1,38646,28.04,0,1,0
-3.4577,37.279,1352,84.773,1,38646,28.06,0,1,0
-3.4576,37.279,1351.5,84.874,1,38646,28.08,0,1,0
-3.4575,37.28,1350.8,85.049,1,38646,28.1,0,0,0
-3.4575,37.28,1350.1,85.248,1,38646,28.12,0,0,0
-3.4575,37.28,1350,85.45,1,38646,28.14,0,0,0
-3.4574,37.28,1350,85.574,1,38646,28.16,0,0,0
-3.4574,37.28,1350,85.674,1,38646,28.18,0,0,0
-3.4574,37.281,1349.4,85.699,1,38646,28.2,0,0,0
-3.4574,37.281,1349,85.849,1,38646,28.22,0,0,0
-3.4574,37.281,1349,85.822,1,38646,28.24,0,0,0
-3.4574,37.281,1348.4,86.024,1,38646,28.26,0,0,0
-3.4574,37.281,1347.7,86.098,1,38646,28.28,0,0,0
-3.4574,37.282,1347,86.248,1,38646,28.3,0,0,0
-3.4574,37.282,1346.3,86.147,1,38646,28.32,0,0,0
-3.4574,37.282,1346,86.174,1,38646,28.34,0,0,0
-3.4574,37.282,1346,86.273,1,38646,28.36,0,0,0
-3.4574,37.283,1346,86.223,1,38646,28.38,0,0,0
-3.4574,37.283,1345.6,86.199,1,38646,28.4,0,0,0
-3.4574,37.283,1344.9,86.199,1,38646,28.42,0,0,0
-3.4574,37.283,1344.2,86.273,1,38646,28.44,0,0,0
-3.4574,37.283,1344,86.297,1,38646,28.46,0,0,0
-3.4574,37.284,1344,86.147,1,38646,28.48,0,0,0
-3.4574,37.284,1344,85.948,1,38646,28.5,0,0,0
-3.4573,37.284,1344,85.898,1,38646,28.52,0,0,0
-3.4573,37.284,1344,85.749,1,38646,28.54,0,0,0
-3.4572,37.285,1344,85.699,1,38646,28.56,0,0,0
-3.4572,37.285,1343.5,85.699,1,38646,28.58,0,0,0
-3.4571,37.285,1343,85.699,1,38646,28.6,0,0,0
-3.4569,37.285,1343,85.474,1,38646,28.62,0,0,0
-3.4568,37.286,1342.4,85.398,1,38646,28.64,0,0,0
-3.4567,37.286,1341.7,85.173,1,38646,28.66,0,0,0
-3.4566,37.286,1341.1,84.872,1,38646,28.68,0,1,0
-3.4566,37.286,1341,84.648,1,38646,28.7,0,1,0
-3.4565,37.286,1341,84.448,1,38646,28.72,0,1,0
-3.4564,37.286,1341,84.398,1,38646,28.74,0,1,0
-3.4562,37.287,1341,84.322,1,38646,28.76,0,1,0
-3.4561,37.287,1340.6,84.297,1,38646,28.78,0,1,0
-3.4559,37.287,1340,84.373,1,38646,28.8,0,1,0
-3.4557,37.287,1339.3,84.398,1,38646,28.82,0,1,0
-3.4556,37.288,1339,84.398,1,38646,28.84,0,1,0
-3.4555,37.288,1338.9,84.398,1,38646,28.86,0,1,0
-3.4553,37.288,1338.2,84.547,1,38646,28.88,0,1,0
-3.4552,37.288,1338,84.598,1,38646,28.9,0,1,0
-3.455,37.289,1337.9,84.674,1,38646,28.92,0,1,0
-3.4548,37.289,1337.2,84.699,1,38646,28.94,0,1,0
-3.4547,37.289,1337,84.848,1,38646,28.96,0,1,0
-3.4545,37.289,1337,84.898,1,38646,28.98,0,1,0
-3.4543,37.29,1337,84.974,1,38646,29,0,1,0
-3.4543,37.29,1337,85.073,1,38646,29.02,0,0,0
-3.4542,37.29,1336.8,85.025,1,38646,29.04,0,0,0
-3.454,37.29,1336.1,85.073,1,38646,29.06,0,0,0
-3.454,37.29,1336,85.173,1,38646,29.08,0,0,0
-3.4539,37.29,1336,85.272,1,38646,29.1,0,0,0
-3.4538,37.291,1336,85.521,1,38646,29.12,0,0,0
-3.4537,37.291,1336.6,85.746,1,38646,29.14,0,0,0
-3.4537,37.291,1336.7,85.724,1,38646,29.16,0,0,0
-3.4536,37.291,1336,85.699,1,38646,29.18,0,0,0
-3.4535,37.292,1336.7,85.699,1,38646,29.2,0,0,0
-3.4534,37.292,1337,85.475,1,38646,29.22,0,0,0
-3.4534,37.292,1337,85.323,1,38646,29.24,0,0,0
-3.4533,37.292,1337.7,85.076,1,38646,29.26,0,0,0
-3.4533,37.292,1338,84.924,1,38646,29.28,0,1,0
-3.4532,37.293,1338,84.675,1,38646,29.3,0,1,0
-3.4532,37.293,1338,84.598,1,38646,29.32,0,1,0
-3.4531,37.293,1338,84.598,1,38646,29.34,0,1,0
-3.453,37.293,1338.1,84.598,1,38646,29.36,0,1,0
-3.4529,37.293,1338.8,84.897,1,38646,29.38,0,1,0
-3.4528,37.294,1339,85.073,1,38646,29.4,0,0,0
-3.4526,37.294,1339,85.098,1,38646,29.42,0,0,0
-3.4526,37.294,1339,85.246,1,38646,29.44,0,0,0
-3.4524,37.294,1339,85.448,1,38646,29.46,0,0,0
-3.4522,37.294,1339,85.573,1,38646,29.48,0,0,0
-3.452,37.295,1339,85.673,1,38646,29.5,0,0,0
-3.4519,37.295,1339,85.772,1,38646,29.52,0,0,0
-3.4518,37.295,1339.2,85.724,1,38646,29.54,0,0,0
-3.4516,37.295,1339.9,85.847,1,38646,29.56,0,0,0
-3.4515,37.295,1340,85.751,1,38646,29.58,0,0,0
-3.4513,37.295,1340,85.476,1,38646,29.6,0,0,0
-3.4511,37.295,1340,85.323,1,38646,29.62,0,0,0
-3.4508,37.296,1340.6,85.149,1,38646,29.64,0,0,0
-3.4506,37.296,1341,85.098,1,38646,29.66,0,0,0
-3.4505,37.296,1341,84.875,1,38646,29.68,0,1,0
-3.4503,37.296,1341,84.797,1,38646,29.7,0,1,0
-3.4501,37.296,1341,84.872,1,38646,29.72,0,1,0
-3.4499,37.296,1341,84.751,1,38646,29.74,0,1,0
-3.4497,37.296,1341,84.624,1,38646,29.76,0,1,0
-3.4495,37.296,1341,84.598,1,38646,29.78,0,1,0
-3.4494,37.296,1341,84.598,1,38646,29.8,0,1,0
-3.4491,37.297,1341,84.45,1,38646,29.82,0,1,0
-3.4489,37.297,1341,84.474,1,38646,29.84,0,1,0
-3.4488,37.297,1341,84.572,1,38646,29.86,0,1,0
-3.4485,37.297,1341,84.45,1,38646,29.88,0,1,0
-3.4483,37.297,1340.5,84.251,1,38646,29.9,0,1,0
-3.448,37.297,1339.8,84.271,1,38646,29.92,0,1,0
-3.4478,37.297,1339.1,84.372,1,38646,29.94,0,1,0
-3.4475,37.298,1339,84.398,1,38646,29.96,0,1,0
-3.4473,37.298,1339,84.473,1,38646,29.98,0,1,0
-3.4472,37.298,1339,84.425,1,38646,30,0,1,0
-3.4469,37.298,1338.4,84.545,1,38646,30.02,0,1,0
-3.4466,37.298,1337.7,84.598,1,38646,30.04,0,1,0
-3.4463,37.298,1337,84.673,1,38646,30.06,0,1,0
-3.4462,37.298,1336.4,84.477,1,38646,30.08,0,1,0
-3.446,37.298,1336,84.473,1,38646,30.1,0,1,0
-3.4459,37.298,1336,84.5,1,38646,30.12,0,1,0
-3.4457,37.299,1335.3,84.35,1,38646,30.14,0,1,0
-3.4456,37.299,1335,84.225,1,38646,30.16,0,1,0
-3.4454,37.299,1335,84.271,1,38646,30.18,0,1,0
-3.4452,37.299,1334.3,84.372,1,38646,30.2,0,1,0
-3.445,37.299,1333.6,84.473,1,38646,30.22,0,1,0
-3.4447,37.299,1332.9,84.647,1,38646,30.24,0,1,0
-3.4443,37.299,1332.2,84.699,1,38646,30.26,0,1,0
-3.4441,37.299,1331.6,84.921,1,38646,30.28,0,1,0
-3.4439,37.299,1330.9,84.925,1,38646,30.3,0,1,0
-3.4438,37.299,1330.2,84.898,1,38646,30.32,0,1,0
-3.4435,37.299,1330,84.677,1,38646,30.34,0,1,0
-3.4431,37.299,1329.8,84.305,1,38646,30.36,0,1,0
-3.4427,37.299,1329.1,83.685,1,38646,30.38,0,1,0
-3.4424,37.299,1327.9,82.983,1,38646,30.4,0,1,0
-3.442,37.299,1326.6,82.358,1,38646,30.42,0,1,0
-3.4416,37.299,1325.2,81.832,1,38646,30.44,0,1,0
-3.4414,37.299,1324.4,81.332,1,38646,30.46,0,1,0
-3.4412,37.299,1323.5,80.758,1,38646,30.48,0,1,0
-3.4408,37.299,1322.1,80.377,1,38646,30.5,0,1,0
-3.4406,37.299,1321.4,80.079,1,38646,30.52,0,1,0
-3.4403,37.299,1320.4,79.559,1,38646,30.54,0,1,0
-3.4399,37.299,1319,79.178,1,38646,30.56,0,1,0
-3.4395,37.299,1317.7,78.877,1,38646,30.58,0,1,0
-3.4392,37.299,1316,78.725,1,38646,30.6,0,1,0
-3.4388,37.299,1313.9,78.404,1,38646,30.62,0,1,0
-3.4384,37.299,1311.9,78.225,1,38646,30.64,0,1,0
-3.438,37.299,1309.8,78.199,1,38646,30.66,0,1,0
-3.4376,37.299,1307.9,77.905,1,38646,30.68,0,1,0
-3.4372,37.299,1306.5,77.725,1,38646,30.7,0,1,0
-3.4369,37.299,1305.1,77.625,1,38646,30.72,0,1,0
-3.4367,37.299,1303.8,77.526,1,38646,30.74,0,1,0
-3.4363,37.299,1302.4,77.5,1,38646,30.76,0,1,0
-3.4359,37.299,1301,77.5,1,38646,30.78,0,1,0
-3.4356,37.299,1299.8,77.571,1,38646,30.8,0,1,0
-3.4354,37.299,1299.2,77.598,1,38646,30.82,0,1,0
-3.4351,37.299,1297.4,77.743,1,38646,30.84,0,1,0
-3.4348,37.299,1295.8,77.797,1,38646,30.86,0,1,0
-3.4346,37.299,1295.1,77.945,1,38646,30.88,0,1,0
-3.4343,37.299,1293.9,78.217,1,38646,30.9,0,1,0
-3.4339,37.299,1292.8,78.517,1,38646,30.92,0,1,0
-3.4336,37.299,1292.1,78.743,1,38646,30.94,0,1,0
-3.4333,37.299,1291.4,79.016,1,38646,30.96,0,1,0
-3.433,37.299,1290.7,79.317,1,38646,30.98,0,1,0
-3.4327,37.3,1290,79.618,1,38646,31,0,1,0
-3.4325,37.3,1289.3,79.99,1,38646,31.02,0,1,0
-3.4323,37.3,1288.7,80.536,1,38646,31.04,0,1,0
-3.432,37.3,1288,80.99,1,38646,31.06,0,1,0
-3.4319,37.3,1288,81.462,1,38646,31.08,0,1,0
-3.4317,37.3,1287.6,81.891,1,38646,31.1,0,1,0
-3.4314,37.3,1286.9,82.364,1,38646,31.12,0,1,0
-3.4311,37.301,1285.5,83.009,1,38646,31.14,0,1,0
-3.4309,37.301,1284.6,83.634,1,38646,31.16,0,1,0
-3.4307,37.301,1283.8,84.161,1,38646,31.18,0,1,0
-3.4304,37.301,1282.4,84.735,1,38646,31.2,0,1,0
-3.4302,37.301,1282,85.407,1,38646,31.22,0,0,0
-3.43,37.301,1281.8,86.254,1,38646,31.24,0,0,0
-3.4296,37.301,1281.2,86.426,1,38646,31.26,0,0,0
-3.4293,37.301,1280,86.762,1,38646,31.28,0,0,0
-3.4289,37.302,1278.4,87.407,1,38646,31.3,0,0,0
-3.4285,37.302,1276.4,87.961,1,38646,31.32,0,0,0
-3.4283,37.302,1275.4,88.39,1,38646,31.34,0,0,0
-3.4281,37.302,1274.3,88.934,1,38646,31.36,0,0,0
-3.4277,37.302,1272.2,89.171,1,38646,31.38,0,0,0
-3.4273,37.302,1270.8,89.562,1,38646,31.4,0,0,0
-3.427,37.302,1268.9,90.281,1,38646,31.42,0,0,0
-3.4266,37.303,1266.1,90.789,1,38646,31.44,0,0,0
-3.4263,37.303,1264.7,90.972,1,38646,31.46,0,0,0
-3.426,37.303,1262.7,91.363,1,38646,31.48,0,0,0
-3.4256,37.303,1260,92.078,1,38646,31.5,0,0,0
-3.4254,37.303,1257.9,92.515,1,38646,31.52,0,0,0
-3.4251,37.303,1255.9,92.96,1,38646,31.54,0,0,0
-3.4248,37.304,1253.8,93.534,0,38646,31.56,0,0,0
-3.4245,37.304,1251.1,94.132,0,38646,31.58,0,0,0
-3.4243,37.304,1249.2,94.588,0,38646,31.6,0,0,0
-3.4241,37.304,1247.8,94.77,0,38646,31.62,0,0,0
-3.424,37.304,1246.4,95.232,0,38646,31.64,0,0,0
-3.4238,37.304,1245.5,95.254,0,38646,31.66,0,0,0
-3.4236,37.304,1244.7,93.246,0,38646,31.68,0,0,0
-3.4233,37.304,1243.4,90.256,0,38646,31.7,0,0,0
-3.4231,37.304,1242.5,88.458,0,38646,31.72,0,0,0
-3.423,37.305,1241.6,87.519,0,38646,31.74,65,0,0.00066625
-3.4228,37.305,1240.3,87.805,0,38646,31.76,140,0,0.0013286
-3.4227,37.305,1239.5,88.071,0,38646,31.78,135,0,0.001987
-3.4225,37.305,1238.5,88.098,0,38646,31.8,95,0,0.0026416
-3.4222,37.305,1237.2,88.388,0,38646,31.82,0,0,0.0026271
-3.422,37.305,1236.4,88.353,0,38646,31.84,0,0,0.0026126
-3.4218,37.305,1235.2,88.083,0,38646,31.86,0,0,0.0025984
-3.4215,37.305,1233.1,87.783,0,38646,31.88,0,0,0.0025843
-3.4213,37.305,1232.4,86.977,0,38646,31.9,0,0,0.0025703
-3.4211,37.306,1231.4,85.978,0,38646,31.92,0,0,0.0025564
-3.4208,37.306,1230,85.482,0,38646,31.94,0,0,0.0025428
-3.4205,37.306,1228.6,85.832,0,38646,31.96,0,0,0.0025292
-3.4202,37.306,1227.6,86,0,38646,31.98,0,0,0.0025158
-3.4199,37.306,1227,86.07,0,38646,32,0,0,0.0025025
-3.4197,37.306,1226.3,86.171,0,38646,32.02,0,0,0.0024893
-3.4195,37.306,1225.6,86.416,0,38646,32.04,0,0,0.0024763
-3.4192,37.307,1225,86.714,0,38646,32.06,0,0,0.0024634
-3.4191,37.307,1225,86.943,0,38646,32.08,0,0,0.0024506
-3.4189,37.307,1224.6,87.43,0,38646,32.1,0,0,0.002438
-3.4186,37.307,1223.9,87.887,0,38646,32.12,0,0,0.0024254
-3.4184,37.307,1223.2,88.214,0,38646,32.14,0,0,0.002413
-3.4182,37.307,1222.5,88.73,0,38646,32.16,0,0,0.0024007
-3.4181,37.307,1222,89.185,0,38646,32.18,0,0,0.0023886
-3.4179,37.308,1222,89.873,0,38646,32.2,0,0,0.0023765
-3.4177,37.308,1220.9,90.89,0,38646,32.22,0,0,0.0023646
-3.4175,37.308,1219.8,91.559,0,38646,32.24,0,0,0.0023527
-3.4172,37.308,1219.1,92.202,0,38646,32.26,0,0,0.002341
-3.417,37.308,1219,93.044,0,38646,32.28,0,0,0.0023294
-3.4169,37.308,1218.7,93.802,0,38646,32.3,0,0,0.0023179
-3.4168,37.308,1218.1,95.077,0,38646,32.32,0,0,0.0023065
-3.4165,37.308,1216.8,96.218,0,38646,32.34,0,0,0.0022952
-3.4163,37.309,1216,97.145,0,38646,32.36,0,0,0.002284
-3.4161,37.309,1216,98.116,0,38646,32.38,0,0,0.0022729
-3.4158,37.309,1214.7,98.9,0,38646,32.4,0,0,0.002262
-3.4156,37.309,1213.7,99.888,0,38646,32.42,0,0,0.0022511
-3.4154,37.309,1212.9,100.77,0,38646,32.44,0,0,0.0022403
-3.4151,37.309,1211.6,98.06,0,38646,32.46,0,0,0.0022296
-3.4148,37.309,1210.2,93.673,0,38646,32.48,0,0,0.002219
-3.4145,37.309,1208.9,89.748,0,38646,32.5,0,0,0.0022085
